id,text,name,scale,zipcodes,code
110106-gal-cote-des-bar,GAL Côte des Bar,GAL Côte des Bar,Ad-hoc,,GAL-603
110076-gal-creusot-montceau,GAL Creusot-Montceau,GAL Creusot-Montceau,Ad-hoc,,GAL-409
110207-gal-de-seine-en-bray,GAL De Seine en Bray,GAL De Seine en Bray,Ad-hoc,,GAL-1402
110190-gal-des-flandres,GAL des Flandres,GAL des Flandres,Ad-hoc,,GAL-1206
110360-gal-des-savanes,GAL des Savanes,GAL des Savanes,Ad-hoc,,GAL-2503
110359-gal-des-savanes,GAL des Savanes,GAL des Savanes,Ad-hoc,,GAL-2502
110272-gal-dombes-saone,GAL Dombes Saône,GAL Dombes Saône,Ad-hoc,,GAL-1812
110337-gal-doubs-central,GAL Doubs central,GAL Doubs central,Ad-hoc,,GAL-2107
110290-gal-drome-des-collines-valence-vivarais,GAL Drôme des Collines Valence Vivarais,GAL Drôme des Collines Valence Vivarais,Ad-hoc,,GAL-1830
110250-gal-durance-provence,GAL Durance Provence,GAL Durance Provence,Ad-hoc,,GAL-1704
110127-gal-est-audois,GAL Est-Audois,GAL Est-Audois,Ad-hoc,,GAL-804
110350-gal-est-mahorais,GAL Est Mahorais,GAL Est Mahorais,Ad-hoc,,GAL-2303
110169-gal-figeac-quercy-vallee-de-la-dordogne,"GAL Figeac, Quercy, Vallée de la Dordogne","GAL Figeac, Quercy, Vallée de la Dordogne",Ad-hoc,,GAL-1107
110233-gal-fontenay-sud-vendee,GAL Fontenay Sud Vendée,GAL Fontenay Sud Vendée,Ad-hoc,,GAL-1523
110365-gal-forest,GAL For'Est,GAL For'Est,Ad-hoc,,GAL-2603
110101-gal-foret-dorleans-loire-sologne,GAL Forêt d'Orléans-Loire-Sologne,GAL Forêt d'Orléans-Loire-Sologne,Ad-hoc,,GAL-521
110273-gal-forez,GAL Forez,GAL Forez,Ad-hoc,,GAL-1813
110170-gal-garonne-quercy-gascogne,GAL Garonne Quercy Gascogne,GAL Garonne Quercy Gascogne,Ad-hoc,,GAL-1108
110128-gal-garrigues-costieres,GAL Garrigues Costières,GAL Garrigues Costières,Ad-hoc,,GAL-805
110119-gal-gatinais-francais,GAL Gâtinais français,GAL Gâtinais français,Ad-hoc,,GAL-701
110129-gal-gevaudan,GAL Gévaudan,GAL Gévaudan,Ad-hoc,,GAL-806
110033-gal-grand-bergeracois,GAL Grand Bergeracois,GAL Grand Bergeracois,Ad-hoc,,GAL-201
110097-gal-grande-sologne,GAL Grande Sologne,GAL Grande Sologne,Ad-hoc,,GAL-517
110040-gal-grand-libournais,GAL Grand Libournais,GAL Grand Libournais,Ad-hoc,,GAL-208
110051-gal-grand-pau,GAL Grand Pau,GAL Grand Pau,Ad-hoc,,GAL-219
110130-gal-grand-pic-saint-loup,GAL Grand Pic Saint Loup,GAL Grand Pic Saint Loup,Ad-hoc,,GAL-807
110171-gal-grand-quercy,GAL Grand Quercy,GAL Grand Quercy,Ad-hoc,,GAL-1109
110172-gal-grands-causses,GAL Grands Causses,GAL Grands Causses,Ad-hoc,,GAL-1110
110366-gal-grand-sud-terres-de-volcans,GAL Grand Sud – Terres de Volcans,GAL Grand Sud – Terres de Volcans,Ad-hoc,,GAL-2604
110253-gal-grand-verdon,GAL Grand Verdon,GAL Grand Verdon,Ad-hoc,,GAL-1707
110054-gal-haut-bearn,GAL Haut Béarn,GAL Haut Béarn,Ad-hoc,,GAL-222
110274-gal-haut-bugey,GAL Haut Bugey,GAL Haut Bugey,Ad-hoc,,GAL-1814
110150-gal-haute-correze-ventadour,GAL Haute Corrèze Ventadour,GAL Haute Corrèze Ventadour,Ad-hoc,,GAL-910
110039-gal-haute-gironde,GAL Haute Gironde,GAL Haute Gironde,Ad-hoc,,GAL-207
110045-gal-haute-lande-armagnac,GAL Haute Lande Armagnac,GAL Haute Lande Armagnac,Ad-hoc,,GAL-213
110224-gal-haute-mayenne,GAL Haute Mayenne,GAL Haute Mayenne,Ad-hoc,,GAL-1514
110254-gal-haute-provence-luberon,GAL Haute-Provence Luberon,GAL Haute-Provence Luberon,Ad-hoc,,GAL-1708
110318-gal-haute-saintonge,GAL Haute Saintonge,GAL Haute Saintonge,Ad-hoc,,GAL-2007
110131-gal-haute-vallee-de-laude,GAL Haute Vallée de L'Aude,GAL Haute Vallée de L'Aude,Ad-hoc,,GAL-808
110173-gal-haut-languedoc,GAL Haut-Languedoc,GAL Haut-Languedoc,Ad-hoc,,GAL-1111
110132-gal-haut-languedoc-et-vignobles,GAL Haut Languedoc Et Vignobles,GAL Haut Languedoc Et Vignobles,Ad-hoc,,GAL-809
110363-gal-hauts-du-nord,GAL Hauts du Nord,GAL Hauts du Nord,Ad-hoc,,GAL-2601
110093-gal-indre-et-cher,GAL Indre et Cher,GAL Indre et Cher,Ad-hoc,,GAL-513
110034-gal-isle-en-perigord,GAL Isle en Périgord,GAL Isle en Périgord,Ad-hoc,,GAL-202
110055-gal-jeune-loire,GAL Jeune Loire,GAL Jeune Loire,Ad-hoc,,GAL-301
110089-gal-la-chatre-en-berry,GAL La Châtre en Berry,GAL La Châtre en Berry,Ad-hoc,,GAL-509
110052-gal-lacq-orthez-bearn-des-gaves,GAL Lacq Orthez Béarn des Gaves,GAL Lacq Orthez Béarn des Gaves,Ad-hoc,,GAL-220
110046-gal-landes-nature-cote-dargent,GAL Landes Nature Côte d'Argent,GAL Landes Nature Côte d'Argent,Ad-hoc,,GAL-214
110347-gal-les-deux-massifs-una-terra-dui-mari,GAL Les deux Massifs -  Una terra dui Mari,GAL Les deux Massifs -  Una terra dui Mari,Ad-hoc,,GAL-2208
110102-gal-loire-beauce,GAL Loire Beauce,GAL Loire Beauce,Ad-hoc,,GAL-522
110220-gal-loire-en-layon,GAL Loire en Layon,GAL Loire en Layon,Ad-hoc,,GAL-1510
110094-gal-loire-nature,GAL Loire Nature,GAL Loire Nature,Ad-hoc,,GAL-514
110095-gal-loire-touraine,GAL Loire Touraine,GAL Loire Touraine,Ad-hoc,,GAL-515
110331-gal-loue-lison,GAL Loue Lison,GAL Loue Lison,Ad-hoc,,GAL-2101
110319-gal-marennes-oleron,GAL Marennes Oléron,GAL Marennes Oléron,Ad-hoc,,GAL-2008
110275-gal-massif-des-bauges,GAL Massif des Bauges,GAL Massif des Bauges,Ad-hoc,,GAL-1815
110218-gal-mauges-communaute,GAL Mauges Communauté,GAL Mauges Communauté,Ad-hoc,,GAL-1508
110276-gal-maurienne,GAL Maurienne,GAL Maurienne,Ad-hoc,,GAL-1816
110041-gal-medoc,GAL Médoc,GAL Médoc,Ad-hoc,,GAL-209
110325-gal-mellois,GAL Mellois,GAL Mellois,Ad-hoc,,GAL-2014
110053-gal-montagne-basque,GAL Montagne Basque,GAL Montagne Basque,Ad-hoc,,GAL-221
110277-gal-monts-du-lyonnais,GAL Monts du Lyonnais,GAL Monts du Lyonnais,Ad-hoc,,GAL-1817
110142-gal-monts-et-barrages,GAL Monts et Barrages,GAL Monts et Barrages,Ad-hoc,,GAL-902
110077-gal-morvan,GAL Morvan,GAL Morvan,Ad-hoc,,GAL-410
110157-gal-moselle-sud,GAL Moselle Sud,GAL Moselle Sud,Ad-hoc,,GAL-1007
110352-gal-nord-basse-terre,GAL Nord Basse-Terre,GAL Nord Basse-Terre,Ad-hoc,,GAL-2402
110326-gal-nord-deux-sevres,GAL Nord Deux-Sèvres,GAL Nord Deux-Sèvres,Ad-hoc,,GAL-2015
110349-gal-nord-et-centre-de-mayotte,GAL Nord et Centre de Mayotte,GAL Nord et Centre de Mayotte,Ad-hoc,,GAL-2302
110353-gal-nord-grande-terre,GAL Nord Grande-Terre,GAL Nord Grande-Terre,Ad-hoc,,GAL-2403
110355-gal-nord-martinique,GAL Nord Martinique,GAL Nord Martinique,Ad-hoc,,GAL-2405
110358-gal-nord-ouest-guyane,GAL Nord-Ouest Guyane,GAL Nord-Ouest Guyane,Ad-hoc,,GAL-2501
110236-gal-nord-ouest-vendee,GAL Nord Ouest Vendée,GAL Nord Ouest Vendée,Ad-hoc,,GAL-1526
110328-gal-nord-vienne,GAL Nord Vienne,GAL Nord Vienne,Ad-hoc,,GAL-2017
110108-gal-othe-armance,GAL Othe-Armance,GAL Othe-Armance,Ad-hoc,,GAL-605
110314-gal-ouest-charente-pays-du-cognac,GAL Ouest Charente - Pays du Cognac,GAL Ouest Charente - Pays du Cognac,Ad-hoc,,GAL-2003
110159-gal-ouest-des-vosges,GAL Ouest des Vosges,GAL Ouest des Vosges,Ad-hoc,,GAL-1009
110348-gal-ouest-grand-sud,GAL Ouest Grand Sud,GAL Ouest Grand Sud,Ad-hoc,,GAL-2301
110278-gal-ouest-lyonnais,GAL Ouest Lyonnais,GAL Ouest Lyonnais,Ad-hoc,,GAL-1818
110154-gal-ouest-pnrl,GAL Ouest PnrL,GAL Ouest PnrL,Ad-hoc,,GAL-1004
110203-gal-papao-pays-douche,GAL PAPAO-Pays d'Ouche,GAL PAPAO-Pays d'Ouche,Ad-hoc,,GAL-1310
110059-gal-parc-livradois-forez,GAL Parc Livradois Forez,GAL Parc Livradois Forez,Ad-hoc,,GAL-305
110338-gal-parc-naturel-regional-du-haut-jura,GAL Parc naturel régional du Haut-Jura,GAL Parc naturel régional du Haut-Jura,Ad-hoc,,GAL-2108
110246-gal-parc-naturel-regional-oise-pays-de-france,GAL Parc Naturel Régional Oise – Pays de France,GAL Parc Naturel Régional Oise – Pays de France,Ad-hoc,,GAL-1608
110069-gal-pays-avallonnais,GAL Pays Avallonnais,GAL Pays Avallonnais,Ad-hoc,,GAL-402
110155-gal-pays-barrois,GAL Pays Barrois,GAL Pays Barrois,Ad-hoc,,GAL-1005
110070-gal-pays-beaunois,GAL Pays Beaunois,GAL Pays Beaunois,Ad-hoc,,GAL-403
110081-gal-pays-berry-st-amandois,GAL Pays Berry St-Amandois,GAL Pays Berry St-Amandois,Ad-hoc,,GAL-501
110188-gal-pays-boulonnais,GAL Pays Boulonnais,GAL Pays Boulonnais,Ad-hoc,,GAL-1204
110293-gal-pays-broceliande,GAL Pays Brocéliande,GAL Pays Brocéliande,Ad-hoc,,GAL-1903
110074-gal-pays-charolais-brionnais,GAL Pays Charolais-brionnais,GAL Pays Charolais-brionnais,Ad-hoc,,GAL-407
110075-gal-pays-chatillonnais,GAL Pays Châtillonnais,GAL Pays Châtillonnais,Ad-hoc,,GAL-408
110239-gal-pays-chaunois,GAL Pays Chaunois,GAL Pays Chaunois,Ad-hoc,,GAL-1601
110167-gal-pays-comminges-pyrenees,GAL Pays Comminges Pyrénées,GAL Pays Comminges Pyrénées,Ad-hoc,,GAL-1105
110240-gal-pays-compiegnois,GAL Pays Compiégnois,GAL Pays Compiégnois,Ad-hoc,,GAL-1602
110343-gal-pays-dajaccio,GAL Pays d'Ajaccio,GAL Pays d'Ajaccio,Ad-hoc,,GAL-2204
110048-gal-pays-dalbret,GAL Pays d'Albret,GAL Pays d'Albret,Ad-hoc,,GAL-216
110204-gal-pays-dalencon,GAL Pays d'Alençon,GAL Pays d'Alençon,Ad-hoc,,GAL-1311
110211-gal-pays-dancenis,GAL Pays d'Ancenis,GAL Pays d'Ancenis,Ad-hoc,,GAL-1501
110248-gal-pays-darles,GAL Pays d'Arles,GAL Pays d'Arles,Ad-hoc,,GAL-1702
110164-gal-pays-darmagnac,GAL Pays d'Armagnac,GAL Pays d'Armagnac,Ad-hoc,,GAL-1102
110200-gal-pays-dauge-expansion,GAL Pays d'Auge Expansion,GAL Pays d'Auge Expansion,Ad-hoc,,GAL-1308
110291-gal-pays-dauray,GAL Pays d'Auray,GAL Pays d'Auray,Ad-hoc,,GAL-1901
110056-gal-pays-daurillac,GAL Pays d’Aurillac,GAL Pays d’Aurillac,Ad-hoc,,GAL-302
110340-gal-pays-de-balagne,GAL Pays de Balagne,GAL Pays de Balagne,Ad-hoc,,GAL-2201
110292-gal-pays-de-brest,GAL Pays de Brest,GAL Pays de Brest,Ad-hoc,,GAL-1902
110109-gal-pays-de-brie-et-champagne,GAL Pays de Brie et Champagne,GAL Pays de Brie et Champagne,Ad-hoc,,GAL-606
110151-gal-pays-de-briey,GAL Pays de Briey,GAL Pays de Briey,Ad-hoc,,GAL-1001
110110-gal-pays-de-chalons-en-champagne,GAL Pays de Châlons-en-Champagne,GAL Pays de Châlons-en-Champagne,Ad-hoc,,GAL-607
110212-gal-pays-de-chateaubriant,GAL Pays de Châteaubriant,GAL Pays de Châteaubriant,Ad-hoc,,GAL-1502
110111-gal-pays-de-chaumont,GAL Pays de Chaumont,GAL Pays de Chaumont,Ad-hoc,,GAL-608
110176-gal-pays-de-cocagne,GAL Pays de Cocagne,GAL Pays de Cocagne,Ad-hoc,,GAL-1114
110296-gal-pays-de-cornouaille,GAL Pays de Cornouaille,GAL Pays de Cornouaille,Ad-hoc,,GAL-1906
110194-gal-pays-de-coutances,GAL Pays de Coutances,GAL Pays de Coutances,Ad-hoc,,GAL-1302
110297-gal-pays-de-dinan,GAL Pays de Dinan,GAL Pays de Dinan,Ad-hoc,,GAL-1907
110298-gal-pays-de-fougeres-marches-de-bretagne,GAL Pays de Fougères - Marches de Bretagne,GAL Pays de Fougères - Marches de Bretagne,Ad-hoc,,GAL-1908
110324-gal-pays-de-gatine,GAL Pays de Gâtine,GAL Pays de Gâtine,Ad-hoc,,GAL-2013
110149-gal-pays-de-gueret,GAL Pays de Guéret,GAL Pays de Guéret,Ad-hoc,,GAL-909
110299-gal-pays-de-guingamp,GAL Pays de Guingamp,GAL Pays de Guingamp,Ad-hoc,,GAL-1909
110196-gal-pays-de-la-baie-du-mont-saint-michel,GAL Pays de la Baie du Mont Saint-Michel,GAL Pays de la Baie du Mont Saint-Michel,Ad-hoc,,GAL-1304
110072-gal-pays-de-la-bresse-bourguignonne,GAL Pays de la Bresse Bourguignonne,GAL Pays de la Bresse Bourguignonne,Ad-hoc,,GAL-405
110060-gal-pays-de-lafayette,GAL Pays de Lafayette,GAL Pays de Lafayette,Ad-hoc,,GAL-306
110228-gal-pays-de-la-haute-sarthe,GAL Pays de la Haute Sarthe,GAL Pays de la Haute Sarthe,Ad-hoc,,GAL-1518
110112-gal-pays-de-langres,GAL Pays de Langres,GAL Pays de Langres,Ad-hoc,,GAL-609
110158-gal-pays-de-larrondissement-de-sarreguemines,GAL Pays de l'Arrondissement de Sarreguemines,GAL Pays de l'Arrondissement de Sarreguemines,Ad-hoc,,GAL-1008
110147-gal-pays-de-laurence-de-loccitane-et-des-monts-dambazac-paloma,"GAL Pays de l'Aurence, de l'Occitane et des Monts d'Ambazac (PALOMA)","GAL Pays de l'Aurence, de l'Occitane et des Monts d'Ambazac (PALOMA)",Ad-hoc,,GAL-907
110230-gal-pays-de-la-vallee-du-loir,GAL Pays de la Vallée du Loir,GAL Pays de la Vallée du Loir,Ad-hoc,,GAL-1520
110223-gal-pays-de-loiron,GAL Pays de Loiron,GAL Pays de Loiron,Ad-hoc,,GAL-1513
110300-gal-pays-de-lorient,GAL Pays de Lorient,GAL Pays de Lorient,Ad-hoc,,GAL-1910
110301-gal-pays-de-morlaix,GAL Pays de Morlaix,GAL Pays de Morlaix,Ad-hoc,,GAL-1911
110160-gal-pays-depinal-cur-des-vosges,"GAL Pays d'Epinal, Cœur des Vosges","GAL Pays d'Epinal, Cœur des Vosges",Ad-hoc,,GAL-1010
110302-gal-pays-de-ploermel-cur-de-bretagne,GAL Pays De Ploërmel Cœur De Bretagne,GAL Pays De Ploërmel Cœur De Bretagne,Ad-hoc,,GAL-1912
110214-gal-pays-de-pontchateau-et-saint-gildas-des-bois,GAL Pays de Pontchâteau et Saint-gIldas-des-Bois,GAL Pays de Pontchâteau et Saint-gIldas-des-Bois,Ad-hoc,,GAL-1504
110303-gal-pays-de-pontivy,GAL Pays de Pontivy,GAL Pays de Pontivy,Ad-hoc,,GAL-1913
110161-gal-pays-de-remiremont-et-de-ses-vallees,GAL Pays de Remiremont et de ses Vallées,GAL Pays de Remiremont et de ses Vallées,Ad-hoc,,GAL-1011
110305-gal-pays-de-rennes,GAL Pays de Rennes,GAL Pays de Rennes,Ad-hoc,,GAL-1915
110215-gal-pays-de-retz,GAL Pays de Retz,GAL Pays de Retz,Ad-hoc,,GAL-1505
110306-gal-pays-de-saint-brieuc,GAL Pays de Saint-Brieuc,GAL Pays de Saint-Brieuc,Ad-hoc,,GAL-1916
110061-gal-pays-de-saint-flour-haute-auvergne,GAL Pays de Saint Flour Haute Auvergne,GAL Pays de Saint Flour Haute Auvergne,Ad-hoc,,GAL-307
110307-gal-pays-de-saint-malo,GAL Pays de Saint-Malo,GAL Pays de Saint-Malo,Ad-hoc,,GAL-1917
110192-gal-pays-de-saint-omer,GAL Pays de Saint-Omer,GAL Pays de Saint-Omer,Ad-hoc,,GAL-1208
110062-gal-pays-des-combrailles,GAL Pays des Combrailles,GAL Pays des Combrailles,Ad-hoc,,GAL-308
110113-gal-pays-des-cretes-preardennaises,GAL Pays des Crêtes préardennaises,GAL Pays des Crêtes préardennaises,Ad-hoc,,GAL-610
110255-gal-pays-des-paillons,GAL Pays des Paillons,GAL Pays des Paillons,Ad-hoc,,GAL-1709
110334-gal-pays-des-sept-rivieres,GAL Pays des sept rivières,GAL Pays des sept rivières,Ad-hoc,,GAL-2104
110309-gal-pays-des-vallons-de-vilaine,GAL Pays Des Vallons De Vilaine,GAL Pays Des Vallons De Vilaine,Ad-hoc,,GAL-1919
110332-gal-pays-des-vosges-comtoises,GAL Pays des Vosges Comtoises,GAL Pays des Vosges Comtoises,Ad-hoc,,GAL-2102
110244-gal-pays-de-thierache,GAL Pays de Thiérache,GAL Pays de Thiérache,Ad-hoc,,GAL-1606
110308-gal-pays-de-tregor-goelo,GAL Pays de Trégor-Goelo,GAL Pays de Trégor-Goelo,Ad-hoc,,GAL-1918
110148-gal-pays-de-tulle-vereze-monedieres,GAL Pays de Tulle Vérèze Monédières,GAL Pays de Tulle Vérèze Monédières,Ad-hoc,,GAL-908
110310-gal-pays-de-vannes,GAL Pays de Vannes,GAL Pays de Vannes,Ad-hoc,,GAL-1920
110156-gal-pays-de-verdun,GAL Pays de Verdun,GAL Pays de Verdun,Ad-hoc,,GAL-1006
110311-gal-pays-de-vitre-porte-de-bretagne,GAL Pays de Vitré-Porte de Bretagne,GAL Pays de Vitré-Porte de Bretagne,Ad-hoc,,GAL-1921
110209-gal-pays-dieppois-terroir-de-caux,GAL Pays Dieppois Terroir de Caux,GAL Pays Dieppois Terroir de Caux,Ad-hoc,,GAL-1404
110249-gal-pays-dignois,GAL Pays Dignois,GAL Pays Dignois,Ad-hoc,,GAL-1703
110279-gal-pays-diois,GAL Pays Diois,GAL Pays Diois,Ad-hoc,,GAL-1819
110063-gal-pays-dissoire-val-dallier-sud,GAL Pays d'Issoire Val d'Allier Sud,GAL Pays d'Issoire Val d'Allier Sud,Ad-hoc,,GAL-309
110197-gal-pays-du-bessin-au-virois,GAL Pays du Bessin au Virois,GAL Pays du Bessin au Virois,Ad-hoc,,GAL-1305
110201-gal-pays-du-bocage,GAL Pays du Bocage,GAL Pays du Bocage,Ad-hoc,,GAL-1309
110202-gal-pays-du-bocage,GAL Pays du Bocage,GAL Pays du Bocage,Ad-hoc,,GAL-1039
110280-gal-pays-du-bugey,GAL Pays du Bugey,GAL Pays du Bugey,Ad-hoc,,GAL-1820
110189-gal-pays-du-calaisis,GAL Pays du Calaisis,GAL Pays du Calaisis,Ad-hoc,,GAL-1205
110294-gal-pays-du-centre-bretagne,GAL Pays du CENTRE BRETAGNE,GAL Pays du CENTRE BRETAGNE,Ad-hoc,,GAL-1904
110295-gal-pays-du-centre-ouest-bretagne,GAL Pays du Centre Ouest Bretagne,GAL Pays du Centre Ouest Bretagne,Ad-hoc,,GAL-1905
110193-gal-pays-du-cotentin,GAL Pays du Cotentin,GAL Pays du Cotentin,Ad-hoc,,GAL-1301
110241-gal-pays-du-grand-beauvaisis,GAL Pays du Grand Beauvaisis,GAL Pays du Grand Beauvaisis,Ad-hoc,,GAL-1603
110146-gal-pays-du-haut-limousin,GAL Pays du Haut-Limousin,GAL Pays du Haut-Limousin,Ad-hoc,,GAL-906
110152-gal-pays-du-lunevillois,GAL Pays du Lunévillois,GAL Pays du Lunévillois,Ad-hoc,,GAL-1002
110227-gal-pays-du-mans,GAL Pays du Mans,GAL Pays du Mans,Ad-hoc,,GAL-1517
110191-gal-pays-du-montreuillois,GAL Pays du Montreuillois,GAL Pays du Montreuillois,Ad-hoc,,GAL-1207
110205-gal-pays-du-perche-ornais,GAL Pays du Perche Ornais,GAL Pays du Perche Ornais,Ad-hoc,,GAL-1312
110229-gal-pays-du-perche-sarthois,GAL Pays du Perche Sarthois,GAL Pays du Perche Sarthois,Ad-hoc,,GAL-1519
110177-gal-pays-du-val-dadour,GAL Pays du Val d'Adour,GAL Pays du Val d'Adour,Ad-hoc,,GAL-1115
110064-gal-pays-du-velay,GAL Pays du Velay,GAL Pays du Velay,Ad-hoc,,GAL-310
110216-gal-pays-du-vignoble-nantais,GAL Pays du Vignoble Nantais,GAL Pays du Vignoble Nantais,Ad-hoc,,GAL-1506
110251-gal-pays-gapencais,GAL Pays Gapençais,GAL Pays Gapençais,Ad-hoc,,GAL-1705
110252-gal-pays-grand-brianconnais,GAL Pays Grand Briançonnais,GAL Pays Grand Briançonnais,Ad-hoc,,GAL-1706
110335-gal-pays-ledonien,GAL Pays Lédonien,GAL Pays Lédonien,Ad-hoc,,GAL-2105
110351-gal-pays-marie-galante,GAL Pays Marie-Galante,GAL Pays Marie-Galante,Ad-hoc,,GAL-2401
110174-gal-pays-midi-quercy,GAL Pays Midi-Quercy,GAL Pays Midi-Quercy,Ad-hoc,,GAL-1112
110078-gal-pays-nevers-sud-nivernais,GAL Pays Nevers Sud Nivernais,GAL Pays Nevers Sud Nivernais,Ad-hoc,,GAL-411
110178-gal-pays-portes-de-gascogne-pays-dauch,GAL Pays Portes de Gascogne - Pays d'Auch,GAL Pays Portes de Gascogne - Pays d'Auch,Ad-hoc,,GAL-1116
110304-gal-pays-redon-bretagne-sud,GAL Pays Redon Bretagne Sud,GAL Pays Redon Bretagne Sud,Ad-hoc,,GAL-1914
110114-gal-pays-rethelois,GAL Pays Rethélois,GAL Pays Rethélois,Ad-hoc,,GAL-611
110281-gal-pays-roannais,GAL Pays Roannais,GAL Pays Roannais,Ad-hoc,,GAL-1821
110243-gal-pays-sources-et-vallees,GAL Pays Sources et Vallées,GAL Pays Sources et Vallées,Ad-hoc,,GAL-1605
110257-gal-pays-sud,GAL Pays S.U.D,GAL Pays S.U.D,Ad-hoc,,GAL-1711
110080-gal-pays-sud-bourgogne,GAL Pays Sud Bourgogne,GAL Pays Sud Bourgogne,Ad-hoc,,GAL-413
110183-gal-pays-tolosan,GAL Pays Tolosan,GAL Pays Tolosan,Ad-hoc,,GAL-1121
110231-gal-pays-vallee-de-la-sarthe,GAL Pays Vallée de la Sarthe,GAL Pays Vallée de la Sarthe,Ad-hoc,,GAL-1521
110336-gal-pays-vesoul-val-de-saone,GAL Pays Vesoul - Val de Saône,GAL Pays Vesoul - Val de Saône,Ad-hoc,,GAL-2106
110058-gal-pays-vichy-auvergne,GAL Pays Vichy Auvergne,GAL Pays Vichy Auvergne,Ad-hoc,,GAL-304
110115-gal-pays-vitryat,GAL Pays Vitryat,GAL Pays Vitryat,Ad-hoc,,GAL-612
110282-gal-pays-voironnais,GAL Pays Voironnais,GAL Pays Voironnais,Ad-hoc,,GAL-1822
110234-gal-pays-yon-et-vie,GAL Pays Yon et Vie,GAL Pays Yon et Vie,Ad-hoc,,GAL-1524
110087-gal-perche-28,GAL Perche 28,GAL Perche 28,Ad-hoc,,GAL-507
110035-gal-perigord-noir,GAL Périgord Noir,GAL Périgord Noir,Ad-hoc,,GAL-203
110036-gal-perigord-vert,GAL Périgord Vert,GAL Périgord Vert,Ad-hoc,,GAL-204
110162-gal-petr-du-pays-de-la-deodatie,GAL PETR du Pays de la Déodatie,GAL PETR du Pays de la Déodatie,Ad-hoc,,GAL-1012
110065-gal-petr-pays-de-la-vallee-de-montlucon-et-du-cher,GAL PETR Pays de la Vallée de Montluçon et du Cher,GAL PETR Pays de la Vallée de Montluçon et du Cher,Ad-hoc,,GAL-311
110283-gal-pilat,GAL Pilat,GAL Pilat,Ad-hoc,,GAL-1823
110103-gal-pithiverais-et-gatinais,GAL Pithiverais et Gâtinais,GAL Pithiverais et Gâtinais,Ad-hoc,,GAL-523
110179-gal-plaines-et-coteaux-dariege,GAL Plaines et coteaux d'Ariège,GAL Plaines et coteaux d'Ariège,Ad-hoc,,GAL-1117
110180-gal-plaines-et-vallees-de-bigorre,GAL Plaines et Vallées de Bigorre,GAL Plaines et Vallées de Bigorre,Ad-hoc,,GAL-1118
110120-gal-plateau-de-saclay,GAL Plateau de Saclay,GAL Plateau de Saclay,Ad-hoc,,GAL-702
110186-gal-pnr-avesnois,GAL PNR Avesnois,GAL PNR Avesnois,Ad-hoc,,GAL-1202
110090-gal-pnr-brenne,GAL PNR Brenne,GAL PNR Brenne,Ad-hoc,,GAL-510
110271-gal-pnr-de-la-chartreuse,GAL PNR de la Chartreuse,GAL PNR de la Chartreuse,Ad-hoc,,GAL-1811
110117-gal-pnr-des-ardennes,GAL PNR des Ardennes,GAL PNR des Ardennes,Ad-hoc,,GAL-614
110116-gal-pnr-foret-dorient,GAL PNR Forêt d'Orient,GAL PNR Forêt d'Orient,Ad-hoc,,GAL-613
110217-gal-pole-metropolitain-loire-angers,GAL Pôle Métropolitain Loire Angers,GAL Pôle Métropolitain Loire Angers,Ad-hoc,,GAL-1507
110284-gal-portes-de-provence,GAL Portes de Provence,GAL Portes de Provence,Ad-hoc,,GAL-1824
110256-gal-provence-verte-sainte-baume,GAL Provence-verte Sainte-Baume,GAL Provence-verte Sainte-Baume,Ad-hoc,,GAL-1710
110079-gal-puisaye-forterre,GAL Puisaye-Forterre,GAL Puisaye-Forterre,Ad-hoc,,GAL-412
110134-gal-pyrenees-mediterranee,GAL Pyrénées Méditerranée,GAL Pyrénées Méditerranée,Ad-hoc,,GAL-811
110029-gal-rhin-vignoble-grand-ballon,GAL Rhin-Vignoble-Grand Ballon,GAL Rhin-Vignoble-Grand Ballon,Ad-hoc,,GAL-102
